"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Atlantic provinces","2016A00011","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132381","2.29.6.2","15.9","D","","","1"
"2020","Atlantic provinces","2016A00011","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132381","2.29.6.2","12.3","D","","","1"
"2021","Atlantic provinces","2016A00011","Elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132381","2.29.6.2","18.6","D","","","1"
"2015","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","43.5","C","","","1"
"2016","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","40.1","C","","","1"
"2017","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","40.5","B","","","1"
"2018","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","38.8","C","","","1"
"2019","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","35.2","C","","","1"
"2020","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","27.1","C","","","1"
"2021","Atlantic provinces","2016A00011","Non-elderly persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132390","2.32.6.2","25.4","C","","","1"
"2015","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","13.0","C","","","1"
"2016","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","12.2","C","","","1"
"2017","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","11.3","C","","","1"
"2018","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","11.4","C","","","1"
"2019","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","11.2","D","","","1"
"2020","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","7.0","D","","","1"
"2021","Newfoundland and Labrador","2016A000210","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132399","3.1.6.2","8.1","D","","","1"
"2015","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","15.2","E","","","1"
"2016","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","13.0","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","11.5","E","","","1"
"2018","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","11.5","E","","","1"
"2019","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","15.3","E","","","1"
"2020","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","7.9","E","","","1"
"2021","Newfoundland and Labrador","2016A000210","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132402","3.2.6.2","9.9","E","","","1"
"2015","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","13.7","C","","","1"
"2016","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","13.3","D","","","1"
"2017","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","12.6","C","","","1"
"2018","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","13.7","C","","","1"
"2019","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","11.9","D","","","1"
"2020","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","8.1","D","","","1"
"2021","Newfoundland and Labrador","2016A000210","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132405","3.3.6.2","8.9","D","","","1"
"2015","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","8.8","D","","","1"
"2016","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","8.0","E","","","1"
"2017","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","6.9","D","","","1"
"2018","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","4.4","E","","","1"
"2019","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","6.0","E","","","1"
"2020","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","3.4","E","","","1"
"2021","Newfoundland and Labrador","2016A000210","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132408","3.4.6.2","4.7","E","","","1"
"2015","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","8.8","D","","","1"
"2016","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","9.2","D","","","1"
"2017","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","6.8","D","","","1"
"2018","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","8.5","D","","","1"
"2019","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","8.6","E","","","1"
"2020","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","5.2","D","","","1"
"2021","Newfoundland and Labrador","2016A000210","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132435","3.13.6.2","5.9","D","","","1"
"2015","Newfoundland and Labrador","2016A000210","Elderly persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206132444","3.16.6.2","3.7","E","","","1"
